#{"t_start": 1766930957.4524403, "env_id": "None"}
r,l,t
0.0,18,193.052896
-2.0,18,193.0894
1.0,22,193.132318
2.0,20,193.176213
1.0,18,193.208215
-3.0,18,193.239653
3.0,18,193.289077
-1.0,20,193.325836
3.0,18,193.36815
-1.0,18,193.408198
-2.0,18,193.946217
4.0,20,193.993402
1.0,20,194.035256
-4.0,21,194.08056
0.0,18,194.11782
4.0,18,194.14581
2.0,18,194.189828
1.0,18,194.232257
4.0,18,194.268336
-3.0,18,194.308031
1.0,18,194.33937
-5.0,20,194.386211
-2.0,19,194.425445
0.0,20,194.9583
4.0,18,194.99165
3.0,21,195.041371
4.0,18,195.080829
-4.0,22,195.127403
0.0,20,195.168082
4.0,18,195.203306
2.0,18,195.241005
-3.0,18,195.281192
-2.0,20,195.319478
0.0,18,195.35081
2.0,20,195.399928
1.0,21,195.44366
-1.0,18,195.478276
-2.0,19,196.037688
0.0,18,196.078832
0.0,20,196.118155
2.0,21,196.16364
-4.0,20,196.202296
3.0,18,196.240059
-1.0,18,196.281883
3.0,19,196.319737
-2.0,18,196.358239
4.0,18,196.396261
-3.0,18,196.435752
0.0,18,196.472089
4.0,18,196.508413
-2.0,22,197.05276
2.0,18,197.090899
3.0,18,197.122097
4.0,21,197.168112
-1.0,18,197.203129
0.0,18,197.239149
0.0,19,197.282316
-1.0,20,197.32442
0.0,19,197.358403
2.0,18,197.403219
-2.0,18,197.442092
0.0,18,197.480773
-5.0,18,197.517689
-1.0,18,197.553776
4.0,19,198.109063
-1.0,18,198.146179
4.0,21,198.193551
2.0,20,198.235821
4.0,23,198.282342
1.0,20,198.322214
-4.0,20,198.368013
-4.0,18,198.406868
-4.0,18,198.444479
0.0,18,198.48186
4.0,21,198.522287
5.0,18,198.558136
0.0,20,198.601705
3.0,18,199.162338
-2.0,18,199.193959
0.0,18,199.236419
4.0,20,199.274138
1.0,21,199.317951
4.0,18,199.358211
3.0,20,199.400519
-2.0,18,199.44008
3.0,18,199.474722
3.0,18,199.512755
1.0,18,199.553835
-3.0,19,199.589002
-6.0,18,199.627833
-2.0,18,199.658178
-1.0,24,200.225867
-2.0,18,200.258297
3.0,20,200.299573
-4.0,20,200.341419
1.0,18,200.380818
0.0,18,200.417884
-4.0,18,200.45815
4.0,18,200.490962
-2.0,18,200.531418
-2.0,22,200.572289
-4.0,18,200.608397
0.0,20,200.654481
0.0,18,200.691031
-5.0,18,201.241978
-2.0,20,201.282279
4.0,18,201.32447
4.0,20,201.358339
1.0,18,201.403299
4.0,19,201.443191
-3.0,22,201.489391
-4.0,18,201.523233
0.0,18,201.562894
-3.0,18,201.602579
0.0,20,201.643544
4.0,18,201.681613
4.0,18,201.718081
2.0,20,201.761864
-4.0,20,202.31426
0.0,18,202.351837
0.0,18,202.395801
1.0,21,202.44053
-4.0,18,202.475782
-1.0,20,202.517726
-4.0,18,202.555004
0.0,18,202.589362
4.0,18,202.628068
3.0,19,202.667966
6.0,18,202.708197
0.0,20,202.753213
-2.0,18,202.793018
3.0,18,203.332535
4.0,20,203.372407
0.0,22,203.423249
-2.0,18,203.461038
4.0,18,203.4918
4.0,20,203.539295
-3.0,20,203.581494
-4.0,18,203.608362
4.0,18,203.649943
-2.0,18,203.691199
3.0,20,203.740545
1.0,18,203.778861
-4.0,18,203.809515
0.0,18,203.851383
-4.0,18,204.41233
2.0,18,204.450216
3.0,18,204.486552
-4.0,18,204.523998
2.0,18,204.558254
2.0,20,204.602432
-1.0,21,204.644012
-2.0,21,204.698855
0.0,21,204.745804
2.0,18,204.784211
0.0,18,204.820055
-4.0,21,204.858318
1.0,18,204.899307
4.0,20,205.441241
2.0,20,205.482147
-2.0,18,205.522258
-4.0,18,205.558286
1.0,18,205.592136
0.0,18,205.631228
0.0,20,205.672147
4.0,18,205.717982
5.0,20,205.762138
-1.0,18,205.801238
-4.0,18,205.839195
-4.0,18,205.873532
4.0,19,205.90817
3.0,18,205.952173
1.0,18,206.503853
-4.0,21,206.552297
2.0,18,206.58996
4.0,20,206.631795
1.0,20,206.672204
3.0,18,206.708395
4.0,18,206.749691
3.0,19,206.789041
2.0,18,206.82215
4.0,18,206.862196
1.0,18,206.900295
-2.0,18,206.939342
-3.0,18,206.972178
2.0,19,207.016965
1.0,18,207.632032
-5.0,18,207.667962
-1.0,18,207.708277
-4.0,18,207.748844
1.0,20,207.793178
-2.0,18,207.827386
-4.0,18,207.868157
2.0,22,207.908361
0.0,18,207.942863
-2.0,20,207.997738
-1.0,20,208.043552
4.0,18,208.082049
-4.0,18,208.118548
1.0,18,208.158243
-3.0,18,208.699637
2.0,18,208.739331
4.0,19,208.779306
4.0,18,208.812086
4.0,18,208.859338
-3.0,18,208.890738
3.0,20,208.939321
1.0,19,208.981374
3.0,20,209.025578
-3.0,18,209.062825
-4.0,20,209.103227
0.0,20,209.139062
4.0,20,209.18468
4.0,18,209.755938
-3.0,20,209.798197
-4.0,18,209.832383
0.0,20,209.876393
-2.0,20,209.923705
0.0,20,209.967685
-2.0,18,210.008237
-3.0,18,210.050286
-3.0,21,210.094201
-3.0,19,210.135039
0.0,18,210.16801
5.0,18,210.199379
-2.0,18,210.243969
1.0,19,210.282327
-3.0,18,210.832026
2.0,18,210.867716
2.0,18,210.907527
-2.0,18,210.945823
4.0,20,210.987368
-2.0,18,211.027943
-4.0,22,211.075227
4.0,18,211.108418
-1.0,19,211.153774
-3.0,18,211.189362
5.0,18,211.231365
-4.0,18,211.268165
4.0,18,211.295746
0.0,18,211.85709
4.0,20,211.892876
-5.0,18,211.934017
-3.0,18,211.972081
-1.0,18,212.008381
1.0,18,212.04807
-4.0,21,212.091053
-3.0,18,212.122466
-4.0,20,212.169671
4.0,20,212.208187
-4.0,18,212.243259
-3.0,18,212.281915
-5.0,18,212.322955
-2.0,20,212.360463
2.0,18,212.910836
2.0,20,212.95505
6.0,18,212.988924
-4.0,18,213.032067
-4.0,18,213.070917
2.0,18,213.10821
-3.0,18,213.142513
0.0,18,213.181259
0.0,23,213.22606
0.0,19,213.267899
2.0,18,213.296921
4.0,20,213.344314
3.0,18,213.382358
1.0,20,213.428257
0.0,20,213.980407
-4.0,18,214.017936
3.0,19,214.061511
-3.0,18,214.092406
1.0,18,214.131949
3.0,20,214.17228
1.0,18,214.208379
-1.0,21,214.258281
4.0,18,214.289109
4.0,18,214.332995
2.0,18,214.36809
-2.0,20,214.415091
-3.0,18,214.45197
0.0,18,214.995284
5.0,20,215.042058
-3.0,18,215.081525
-5.0,18,215.117754
-5.0,18,215.154936
-3.0,20,215.189107
-2.0,18,215.233827
-2.0,18,215.2677
3.0,18,215.297745
1.0,18,215.345301
-4.0,18,215.38414
1.0,21,215.428181
1.0,20,215.472054
0.0,18,215.508167
0.0,20,216.061391
3.0,18,216.108578
0.0,18,216.149153
5.0,18,216.189504
1.0,20,216.236036
-2.0,18,216.272456
1.0,20,216.314458
-4.0,18,216.346241
4.0,20,216.393961
3.0,20,216.438237
2.0,18,216.472449
-1.0,20,216.525285
0.0,18,216.561131
3.0,18,216.623749
-2.0,18,217.208114
3.0,22,217.258288
0.0,18,217.289167
2.0,18,217.331443
-3.0,18,217.368027
4.0,18,217.406783
0.0,19,217.447966
-2.0,18,217.482834
-4.0,18,217.5243
1.0,18,217.562516
1.0,19,217.601827
-1.0,18,217.639096
-2.0,18,217.672443
-4.0,22,218.222351
-4.0,19,218.258235
-2.0,18,218.298907
0.0,20,218.344529
-4.0,19,218.38344
0.0,18,218.42233
-3.0,18,218.457974
-3.0,20,218.503236
3.0,18,218.541499
4.0,18,218.580451
3.0,20,218.622284
-1.0,18,218.658188
-1.0,20,218.699537
1.0,18,218.738995
-1.0,18,219.277592
4.0,18,219.314988
-2.0,18,219.345866
-4.0,18,219.393301
1.0,18,219.431952
1.0,19,219.472293
-4.0,18,219.508213
-1.0,18,219.547303
-4.0,18,219.581934
3.0,18,219.622384
5.0,23,219.672155
-3.0,18,219.70829
-4.0,18,219.744555
-2.0,18,219.781801
4.0,22,220.342828
-2.0,21,220.386904
3.0,20,220.428915
0.0,18,220.468162
-2.0,18,220.500919
-4.0,20,220.546479
-1.0,18,220.582206
-4.0,21,220.622457
4.0,18,220.66011
-3.0,20,220.70116
-3.0,18,220.743316
-1.0,18,220.781622
0.0,19,220.82231
0.0,18,221.372458
5.0,18,221.409082
-2.0,18,221.447024
4.0,19,221.486547
1.0,18,221.522256
2.0,22,221.572227
-5.0,18,221.608137
-1.0,20,221.647589
0.0,22,221.697381
-3.0,20,221.739478
4.0,20,221.780461
0.0,20,221.822216
-4.0,18,221.863282
0.0,18,222.421229
-4.0,18,222.457979
2.0,21,222.48939
-2.0,18,222.539038
-2.0,18,222.57222
2.0,18,222.614462
1.0,19,222.648867
0.0,18,222.692945
4.0,18,222.72961
4.0,23,222.777227
-2.0,18,222.812414
-4.0,18,222.851385
-1.0,20,222.88938
-3.0,18,222.931981
-5.0,22,223.488964
2.0,18,223.532142
5.0,18,223.568007
4.0,20,223.612378
-4.0,18,223.645151
-2.0,18,223.68733
5.0,21,223.732036
-4.0,18,223.772989
-3.0,18,223.804166
0.0,18,223.843701
-3.0,19,223.882283
2.0,19,223.928204
1.0,20,223.96802
-4.0,19,224.508291
-4.0,18,224.551374
4.0,18,224.589294
1.0,21,224.632029
-4.0,18,224.67214
3.0,20,224.709294
4.0,20,224.755191
1.0,20,224.796724
3.0,18,224.832136
0.0,18,224.867817
-3.0,18,224.908103
-4.0,20,224.945451
2.0,24,224.993235
-4.0,18,225.031764
0.0,19,225.584091
4.0,18,225.621364
0.0,18,225.658113
5.0,18,225.694561
4.0,20,225.738282
2.0,18,225.775638
0.0,18,225.808294
3.0,20,225.851821
3.0,20,225.898067
2.0,20,225.939192
3.0,20,225.981184
-1.0,18,226.017851
2.0,18,226.056497
3.0,20,226.59911
-4.0,18,226.638956
-1.0,18,226.682095
2.0,20,226.725419
-2.0,20,226.768755
2.0,18,226.806085
-7.0,18,226.8446
-1.0,20,226.882396
1.0,20,226.928095
-4.0,21,226.972243
-3.0,18,227.00844
-1.0,20,227.050735
-1.0,18,227.089299
4.0,18,227.122065
2.0,19,227.662471
0.0,20,227.704516
-4.0,21,227.753087
-2.0,18,227.790385
-6.0,20,227.831957
-1.0,19,227.868089
5.0,23,227.918175
4.0,20,227.961626
-4.0,18,227.992837
2.0,20,228.043381
2.0,18,228.083442
4.0,18,228.117985
-4.0,18,228.153971
2.0,18,228.68922
-4.0,20,228.735874
2.0,18,228.77383
4.0,22,228.818063
-2.0,18,228.85119
0.0,18,228.889321
4.0,18,228.923956
1.0,22,228.972264
2.0,18,229.008326
1.0,18,229.047473
0.0,18,229.086513
5.0,18,229.123595
1.0,18,229.161381
0.0,18,229.193046
5.0,18,229.754775
1.0,20,229.797516
1.0,20,229.839312
4.0,20,229.878843
-1.0,23,229.925843
-5.0,18,229.962547
2.0,18,229.994477
2.0,18,230.039244
1.0,18,230.077456
3.0,18,230.113801
4.0,21,230.155222
4.0,18,230.192749
4.0,20,230.234292
-1.0,18,230.773321
-4.0,18,230.80825
3.0,18,230.84704
3.0,20,230.889212
-5.0,18,230.926741
1.0,21,230.97234
-1.0,18,231.010784
3.0,18,231.050287
-4.0,18,231.088979
-4.0,18,231.12419
0.0,18,231.161475
4.0,18,231.202888
0.0,19,231.23929
1.0,18,231.272218
-3.0,18,231.822147
2.0,18,231.858034
3.0,20,231.900867
1.0,19,231.942436
-4.0,18,231.981285
4.0,20,232.022511
3.0,23,232.074327
5.0,21,232.118103
0.0,19,232.158437
3.0,18,232.193914
1.0,18,232.236173
-5.0,21,232.276114
4.0,20,232.319671
-7.0,18,232.874774
-1.0,20,232.908381
0.0,18,232.951427
7.0,18,232.99105
-5.0,23,233.041115
2.0,18,233.080683
-4.0,20,233.122285
1.0,20,233.16256
0.0,18,233.19935
-4.0,18,233.239233
-2.0,18,233.274137
4.0,20,233.317735
-3.0,18,233.352982
-4.0,20,233.902077
2.0,20,233.944057
0.0,18,233.982327
-2.0,18,234.017925
0.0,18,234.05961
2.0,19,234.099502
-2.0,18,234.132284
-2.0,21,234.181355
0.0,18,234.222116
1.0,18,234.258876
-3.0,18,234.296873
-1.0,20,234.33643
4.0,18,234.372256
-3.0,21,234.419255
4.0,20,234.972513
1.0,21,235.008427
-2.0,18,235.054854
-2.0,18,235.093351
-4.0,18,235.131363
2.0,18,235.168094
1.0,18,235.204839
-2.0,18,235.238972
2.0,18,235.274316
-5.0,18,235.307975
3.0,18,235.352846
0.0,18,235.391207
-4.0,18,235.428582
0.0,18,235.460172
0.0,18,235.999896
-1.0,19,236.048257
-4.0,18,236.087067
3.0,19,236.122109
-2.0,18,236.15981
2.0,18,236.195412
0.0,18,236.237287
4.0,18,236.274084
0.0,18,236.308316
2.0,20,236.353069
-3.0,20,236.403218
2.0,18,236.489114
3.0,18,236.5239
-5.0,18,236.560252
1.0,18,237.11127
-1.0,18,237.14764
-2.0,21,237.189155
-3.0,20,237.232099
3.0,21,237.27408
0.0,18,237.308449
4.0,18,237.342491
-4.0,18,237.389357
2.0,18,237.426196
5.0,18,237.46085
4.0,21,237.503148
-5.0,18,237.539371
-3.0,18,237.577901
-1.0,18,238.142697
1.0,18,238.18077
-1.0,18,238.218168
0.0,18,238.253709
4.0,20,238.290853
3.0,20,238.339356
-4.0,18,238.372571
-2.0,18,238.415113
0.0,21,238.459368
4.0,24,238.502728
-1.0,20,238.540179
-2.0,18,238.590773
1.0,18,238.635646
4.0,18,238.69425
0.0,18,239.342694
0.0,21,239.398938
5.0,20,239.456221
4.0,18,239.493203
1.0,18,239.539829
2.0,21,239.602816
0.0,18,239.655362
1.0,20,239.702545
-2.0,19,239.751922
1.0,18,239.799263
-1.0,18,239.847297
-4.0,20,239.892141
0.0,20,239.952048
3.0,18,240.63061
3.0,22,240.675695
-4.0,18,240.718114
0.0,19,240.762626
2.0,18,240.817782
3.0,18,240.850181
3.0,20,240.90726
6.0,18,240.952356
-3.0,20,240.993835
4.0,21,241.043577
2.0,18,241.082737
1.0,18,241.120196
0.0,19,241.158185
-4.0,18,241.197549
1.0,21,241.745501
2.0,20,241.786833
-2.0,23,241.837166
-9.0,20,241.874028
-2.0,18,241.917736
4.0,21,241.958313
-4.0,18,242.005894
-1.0,21,242.055569
4.0,18,242.097658
2.0,18,242.149555
-4.0,18,242.202334
-4.0,18,242.239197
-4.0,23,242.302742
1.0,20,242.909298
-3.0,20,242.942294
4.0,18,242.988994
4.0,20,243.034462
-4.0,20,243.07647
-1.0,18,243.108116
1.0,21,243.158208
4.0,18,243.198197
-5.0,20,243.232215
-3.0,18,243.272087
3.0,18,243.309036
-1.0,18,243.340907
2.0,18,243.382608
-3.0,19,243.939203
0.0,18,243.972666
-4.0,18,244.015833
3.0,20,244.061352
-5.0,18,244.09851
1.0,18,244.134975
3.0,18,244.172252
-5.0,20,244.212732
-4.0,18,244.24441
4.0,20,244.292355
-4.0,18,244.332289
2.0,19,244.367795
-4.0,20,244.418802
4.0,18,244.459692
-2.0,18,245.008344
3.0,18,245.051871
-1.0,21,245.094377
0.0,20,245.13277
-4.0,18,245.172363
-3.0,20,245.217785
0.0,20,245.258212
-4.0,20,245.297631
4.0,20,245.338995
3.0,18,245.379425
-3.0,18,245.417122
-4.0,20,245.459497
0.0,18,245.498316
-3.0,18,246.048206
-2.0,18,246.087854
4.0,20,246.131258
-3.0,22,246.172295
-4.0,19,246.20824
-2.0,18,246.249185
3.0,20,246.290986
2.0,20,246.332253
-1.0,20,246.376095
-1.0,18,246.416638
-3.0,22,246.463359
-2.0,18,246.496614
-4.0,18,246.532789
-4.0,18,247.103374
-2.0,18,247.139279
-4.0,18,247.172338
4.0,18,247.208438
-2.0,18,247.253609
-4.0,20,247.296142
2.0,18,247.332702
4.0,18,247.372262
-1.0,18,247.412671
4.0,20,247.455748
4.0,18,247.490677
-1.0,18,247.527854
2.0,25,247.575813
-4.0,21,247.618134
5.0,20,248.18083
0.0,20,248.222059
0.0,18,248.249523
0.0,18,248.291271
-3.0,18,248.330585
-5.0,18,248.36866
-4.0,24,248.420964
0.0,20,248.464094
0.0,19,248.496324
-2.0,18,248.539015
-4.0,18,248.581307
4.0,18,248.617693
2.0,20,248.66009
1.0,18,249.222393
0.0,18,249.269115
-5.0,18,249.308003
-2.0,18,249.344541
2.0,20,249.386311
1.0,26,249.440871
4.0,18,249.47614
-5.0,20,249.522078
-4.0,18,249.559428
-5.0,18,249.59577
-4.0,20,249.639267
3.0,18,249.67968
-5.0,18,249.717347
2.0,18,249.755224
-3.0,20,250.322319
3.0,18,250.361856
-1.0,22,250.410068
-1.0,18,250.450113
-2.0,18,250.484991
0.0,20,250.532061
0.0,18,250.570429
-2.0,18,250.607531
1.0,18,250.639646
-5.0,18,250.682212
0.0,18,250.721476
-1.0,18,250.759198
-4.0,18,250.796663
0.0,18,250.832159
-2.0,20,251.390141
4.0,18,251.429732
0.0,21,251.472157
2.0,23,251.522215
-1.0,18,251.557999
5.0,20,251.592946
2.0,18,251.63899
-3.0,18,251.672718
-1.0,21,251.720879
4.0,19,251.761221
0.0,21,251.799862
-1.0,19,251.841193
-3.0,18,251.878103
-4.0,21,252.429658
3.0,18,252.458108
-1.0,19,252.499689
4.0,18,252.541425
4.0,20,252.582346
-4.0,18,252.622522
3.0,19,252.658209
4.0,18,252.689057
-2.0,18,252.736844
3.0,18,252.776733
4.0,20,252.818183
1.0,18,252.858381
2.0,23,252.904894
2.0,19,253.453856
0.0,18,253.488987
4.0,18,253.531201
4.0,24,253.581223
4.0,20,253.617771
0.0,20,253.658636
5.0,19,253.701136
-4.0,20,253.743055
-3.0,19,253.783422
2.0,23,253.822423
4.0,18,253.862931
3.0,18,253.905083
-4.0,18,253.942927
3.0,20,254.496008
5.0,18,254.532357
2.0,18,254.567759
-4.0,18,254.60831
-2.0,18,254.643861
-1.0,18,254.681213
-4.0,18,254.717932
4.0,18,254.757979
-1.0,18,254.795511
-2.0,18,254.832329
2.0,18,254.868045
-2.0,18,254.90928
-2.0,21,254.953434
1.0,18,254.990341
0.0,18,255.533819
-2.0,20,255.575742
3.0,18,255.61221
2.0,18,255.643866
-1.0,19,255.691283
-5.0,18,255.731296
2.0,18,255.770762
-4.0,20,255.808099
-4.0,19,255.847957
-2.0,18,255.888937
4.0,20,255.931993
5.0,18,255.967957
3.0,18,256.006128
-3.0,18,256.044638
1.0,20,256.581977
0.0,18,256.622067
-4.0,18,256.660312
2.0,18,256.69858
3.0,18,256.735371
7.0,21,256.781329
0.0,18,256.817756
1.0,18,256.849754
-1.0,18,256.891662
1.0,18,256.932001
4.0,18,256.967933
-2.0,18,257.007464
2.0,20,257.049902
-2.0,18,257.086043
-3.0,18,257.639207
3.0,18,257.680638
-6.0,20,257.71781
-1.0,18,257.759884
0.0,19,257.800797
0.0,18,257.83407
5.0,18,257.875528
4.0,18,257.912522
-4.0,18,257.944381
1.0,19,257.991567
0.0,18,258.030066
4.0,18,258.067998
4.0,18,258.095665
2.0,18,258.141749
3.0,18,258.686492
0.0,18,258.724628
2.0,18,258.76261
3.0,18,258.80104
1.0,18,258.83925
1.0,18,258.876303
5.0,18,258.908077
-1.0,18,258.944766
0.0,18,258.986901
-2.0,18,259.027555
-5.0,18,259.066286
4.0,18,259.096967
0.0,18,259.139308
0.0,18,259.176973
-1.0,19,259.718732
2.0,26,259.779419
-5.0,20,259.818991
-1.0,18,259.85843
-2.0,18,259.892625
3.0,19,259.932156
2.0,22,259.980765
4.0,18,260.015988
-2.0,18,260.056417
4.0,18,260.096047
-4.0,20,260.132395
-3.0,18,260.172398
0.0,18,260.208405
-4.0,20,260.765639
3.0,18,260.803363
0.0,20,260.844106
0.0,22,260.889132
3.0,18,260.929014
-3.0,18,260.961335
-2.0,21,261.008779
-3.0,18,261.046509
-3.0,21,261.091169
3.0,18,261.12849
4.0,18,261.167991
-4.0,18,261.191526
0.0,23,261.239162
-1.0,18,261.807049
0.0,18,261.844822
1.0,18,261.881906
-1.0,20,261.92348
-4.0,22,261.972309
0.0,18,262.008902
3.0,18,262.049101
-2.0,18,262.086643
-2.0,18,262.122251
-4.0,20,262.160556
0.0,20,262.202091
4.0,18,262.240512
-1.0,18,262.282165
2.0,18,262.317724
-1.0,18,262.858372
-5.0,18,262.898798
-3.0,18,262.939407
-3.0,20,262.981197
1.0,22,263.026042
-2.0,18,263.06599
-2.0,18,263.097408
5.0,20,263.144145
4.0,18,263.182167
-3.0,18,263.222301
2.0,18,263.258301
2.0,18,263.291616
0.0,18,263.334717
4.0,18,263.372377
1.0,20,263.914186
2.0,21,263.95915
-3.0,18,263.995486
-4.0,21,264.043591
3.0,18,264.083853
3.0,18,264.118117
1.0,18,264.158202
4.0,20,264.193196
-1.0,18,264.234608
2.0,19,264.272402
-1.0,18,264.308
0.0,21,264.351823
3.0,18,264.394698
5.0,23,264.945451
0.0,18,264.983558
-4.0,18,265.0245
0.0,18,265.063153
-2.0,18,265.099403
4.0,20,265.139107
2.0,20,265.187493
-4.0,18,265.224133
2.0,19,265.260052
4.0,18,265.289095
-1.0,18,265.33542
-5.0,21,265.381151
1.0,19,265.42087
6.0,18,265.458395
-3.0,18,266.011255
0.0,20,266.054839
-4.0,18,266.092616
-1.0,20,266.132163
4.0,21,266.172015
0.0,18,266.210303
-4.0,21,266.25762
-2.0,18,266.294893
4.0,20,266.337212
-3.0,18,266.372202
4.0,18,266.412253
4.0,18,266.452206
0.0,20,266.490914
-3.0,18,267.031579
-2.0,20,267.07366
0.0,18,267.111595
3.0,18,267.147075
4.0,18,267.185712
2.0,19,267.225658
-4.0,18,267.258453
4.0,18,267.303719
-4.0,18,267.339234
-4.0,18,267.372412
-1.0,18,267.416506
3.0,18,267.454752
-1.0,18,267.490494
2.0,18,267.532149
3.0,19,268.092485
0.0,20,268.132203
0.0,18,268.172827
-2.0,20,268.209439
-4.0,18,268.241045
-4.0,18,268.289149
-2.0,18,268.331277
2.0,23,268.372339
-3.0,18,268.416879
-4.0,18,268.456038
0.0,18,268.491297
-7.0,18,268.532086
4.0,20,268.572427
2.0,18,268.608072
-4.0,18,269.172497
-4.0,18,269.210452
4.0,20,269.258102
2.0,21,269.292698
-3.0,18,269.338944
4.0,18,269.372224
2.0,18,269.41861
1.0,18,269.456784
2.0,20,269.491807
2.0,18,269.532094
3.0,18,269.576325
-3.0,18,269.618369
3.0,18,269.668054
-4.0,18,269.705759
-3.0,18,270.258214
-2.0,20,270.30843
4.0,18,270.342303
1.0,20,270.388442
-1.0,21,270.433795
1.0,18,270.472081
-3.0,18,270.508221
-2.0,18,270.549566
1.0,21,270.589558
5.0,18,270.632119
0.0,20,270.672099
4.0,21,270.718117
0.0,20,270.762043
-3.0,18,271.308214
1.0,18,271.351292
4.0,20,271.391232
4.0,22,271.44533
3.0,20,271.531226
-1.0,18,271.568041
-1.0,18,271.603025
-4.0,18,271.639237
3.0,20,271.682297
-3.0,21,271.729776
-6.0,18,271.768707
4.0,18,271.808406
4.0,20,271.850095
-2.0,21,272.415489
-4.0,18,272.453604
4.0,22,272.493192
1.0,22,272.540926
-2.0,18,272.572378
-4.0,18,272.618163
0.0,18,272.651612
3.0,18,272.693974
-2.0,18,272.734706
1.0,22,272.781366
-5.0,18,272.817763
-4.0,18,272.851695
1.0,21,272.890405
4.0,20,273.451027
0.0,21,273.493294
0.0,18,273.531664
0.0,18,273.567861
4.0,18,273.604202
-1.0,18,273.639258
-2.0,18,273.672459
-4.0,19,273.71859
-4.0,18,273.758674
-3.0,19,273.795655
-3.0,18,273.83231
-4.0,18,273.874102
2.0,19,273.908336
3.0,21,273.95292
-1.0,21,274.493663
3.0,18,274.53275
0.0,18,274.572846
3.0,20,274.608356
5.0,18,274.652232
-2.0,20,274.696472
2.0,20,274.739392
-5.0,18,274.779169
-1.0,18,274.811347
-1.0,18,274.850292
6.0,18,274.890624
-2.0,18,274.922223
4.0,22,274.969756
8.0,18,275.008259
-4.0,21,275.542401
-4.0,18,275.58432
4.0,23,275.632182
1.0,18,275.672052
-4.0,20,275.708286
5.0,18,275.751022
0.0,19,275.791695
2.0,21,275.832804
2.0,18,275.872395
1.0,20,275.914532
2.0,18,275.952867
-2.0,18,275.992409
-2.0,18,276.032596
-3.0,18,276.558034
2.0,20,276.605645
4.0,18,276.644154
-3.0,18,276.689275
1.0,18,276.730716
2.0,18,276.768233
2.0,18,276.796804
-3.0,18,276.844
4.0,18,276.88235
-6.0,20,276.922309
1.0,18,276.960363
3.0,18,276.997979
-2.0,18,277.040626
4.0,20,277.083551
3.0,18,277.641557
0.0,19,277.682
3.0,18,277.72228
0.0,19,277.761738
-3.0,22,277.808173
2.0,20,277.843194
2.0,18,277.889244
-2.0,21,277.931693
4.0,18,277.968032
0.0,18,278.003409
0.0,19,278.047671
-1.0,18,278.086101
5.0,18,278.122502
1.0,20,278.658382
-1.0,18,278.701231
-1.0,21,278.751328
-1.0,18,278.789141
3.0,21,278.83205
4.0,22,278.875527
-3.0,18,278.907964
3.0,18,278.939136
1.0,21,278.995766
-2.0,18,279.033025
4.0,18,279.072042
-1.0,22,279.107964
3.0,20,279.158095
1.0,18,279.684965
1.0,18,279.722492
-1.0,18,279.765103
0.0,22,279.808033
2.0,21,279.856876
0.0,18,279.891912
4.0,18,279.92432
2.0,20,279.972421
-2.0,21,280.015786
1.0,21,280.062464
-3.0,18,280.098788
4.0,18,280.132801
4.0,18,280.172387
3.0,21,280.20821
-3.0,18,280.762141
-4.0,18,280.797839
5.0,18,280.839021
4.0,18,280.875573
-3.0,19,280.915921
4.0,18,280.954942
3.0,18,280.991588
0.0,18,281.029464
5.0,21,281.075748
4.0,18,281.108196
-1.0,21,281.154087
-2.0,18,281.194377
0.0,21,281.233871
-3.0,18,281.788016
4.0,20,281.831182
0.0,20,281.872497
2.0,18,281.90836
-4.0,18,281.940202
3.0,20,281.98927
-4.0,18,282.031199
-4.0,18,282.069947
-1.0,20,282.108406
0.0,22,282.155391
-2.0,19,282.195257
5.0,18,282.234998
-6.0,18,282.27227
-2.0,20,282.307958
-4.0,18,282.858385
3.0,18,282.895857
3.0,22,282.941539
-1.0,18,282.980482
2.0,18,283.017883
-4.0,18,283.058991
0.0,18,283.095523
0.0,18,283.13379
0.0,21,283.172226
-4.0,18,283.2181
-2.0,18,283.249772
3.0,22,283.296004
-5.0,18,283.339203
-1.0,18,283.893805
-4.0,18,283.930485
-4.0,18,283.968054
2.0,20,284.007995
-5.0,21,284.054628
-2.0,18,284.092229
0.0,18,284.12406
-5.0,22,284.172286
-4.0,21,284.222534
-1.0,18,284.25834
-4.0,18,284.296704
1.0,18,284.332033
-2.0,20,284.372811
4.0,18,284.416923
-4.0,18,284.951998
-3.0,18,284.98898
-1.0,21,285.039642
3.0,18,285.078016
-4.0,18,285.108089
-4.0,18,285.149857
-3.0,19,285.191692
1.0,20,285.232276
1.0,18,285.267716
-4.0,18,285.308041
5.0,21,285.345872
4.0,20,285.390522
-1.0,23,285.43752
-4.0,18,285.989193
-3.0,18,286.032246
-2.0,18,286.070961
-2.0,18,286.107998
-1.0,18,286.143966
4.0,18,286.182011
4.0,18,286.218414
-4.0,18,286.249874
0.0,20,286.291466
-1.0,18,286.332287
3.0,18,286.367928
0.0,18,286.407494
-4.0,18,286.448182
6.0,23,286.492168
-2.0,18,287.055054
-2.0,21,287.099102
3.0,20,287.139279
4.0,18,287.172298
-4.0,19,287.218065
3.0,20,287.258078
2.0,18,287.296638
-5.0,18,287.332041
3.0,23,287.381281
0.0,21,287.426657
3.0,18,287.458126
2.0,20,287.500656
5.0,18,287.542285
-2.0,18,288.100494
0.0,20,288.141076
3.0,18,288.181281
2.0,18,288.21771
-1.0,18,288.251465
3.0,18,288.289084
-3.0,18,288.324809
3.0,22,288.37224
